BW    ,SF,PS ,SNR,BER      ,RSSI        ,ToA      ,BER,RSSI,ToA,C0  ,C1  ,C2  ,L
500000,10,90 ,-10,0.0000002,-121.0103002,0.0659462,0  ,78  ,6  ,0.50,0.50,0.00,1
500000,10,90 ,0  ,0.0000002,-111.0103002,0.0659462,0  ,99  ,6  ,0.50,0.50,0.00,1
500000,10,110,-40,0.0513642,-151.0103002,0.0741382,73 ,13  ,6  ,0.00,0.00,1.00,2
500000,10,110,-30,0.0484552,-141.0103002,0.0741382,69 ,34  ,6  ,0.00,0.00,1.00,2
500000,10,110,-20,0.0105452,-131.0103002,0.0741382,15 ,56  ,6  ,0.50,0.50,0.00,1
500000,10,110,-10,0.0000002,-121.0103002,0.0741382,0  ,78  ,6  ,0.50,0.50,0.00,1
500000,10,110,0  ,0.0000002,-111.0103002,0.0741382,0  ,99  ,6  ,0.50,0.50,0.00,1
500000,11,10 ,-40,0.0481822,-151.0103002,0.0827392,68 ,13  ,7  ,0.00,0.00,1.00,2
500000,11,10 ,-30,0.0490912,-141.0103002,0.0827392,70 ,34  ,7  ,0.00,0.00,1.00,2
500000,11,10 ,-20,0.0000002,-131.0103002,0.0827392,0  ,56  ,7  ,0.50,0.50,0.00,1
500000,11,10 ,-10,0.0000002,-121.0103002,0.0827392,0  ,78  ,7  ,0.50,0.50,0.00,1
500000,11,10 ,0  ,0.0000002,-111.0103002,0.0827392,0  ,99  ,7  ,0.50,0.50,0.00,1
500000,11,30 ,-40,0.0530302,-151.0103002,0.0991232,75 ,13  ,9  ,0.00,0.00,1.00,2
500000,11,30 ,-30,0.0442422,-141.0103002,0.0991232,63 ,34  ,9  ,0.00,0.00,1.00,2
500000,11,30 ,-20,0.0000002,-131.0103002,0.0991232,0  ,56  ,9  ,0.50,0.50,0.00,1
500000,11,30 ,-10,0.0000002,-121.0103002,0.0991232,0  ,78  ,9  ,0.50,0.50,0.00,1
500000,11,30 ,0  ,0.0000002,-111.0103002,0.0991232,0  ,99  ,9  ,0.50,0.50,0.00,1
500000,11,50 ,-40,0.0509092,-151.0103002,0.0991232,72 ,13  ,9  ,0.00,0.00,1.00,2
500000,11,50 ,-30,0.0423642,-141.0103002,0.0991232,60 ,34  ,9  ,0.00,0.00,1.00,2
500000,11,50 ,-20,0.0000002,-131.0103002,0.0991232,0  ,56  ,9  ,0.50,0.50,0.00,1
500000,11,50 ,-10,0.0000002,-121.0103002,0.0991232,0  ,78  ,9  ,0.50,0.50,0.00,1
500000,11,50 ,0  ,0.0000002,-111.0103002,0.0991232,0  ,99  ,9  ,0.50,0.50,0.00,1
500000,11,70 ,-40,0.0503902,-151.0103002,0.1155072,71 ,13  ,10 ,0.00,0.00,1.00,2
500000,11,70 ,-30,0.0477922,-141.0103002,0.1155072,68 ,34  ,10 ,0.00,0.00,1.00,2
500000,11,70 ,-20,0.0016882,-131.0103002,0.1155072,2  ,56  ,10 ,0.50,0.50,0.00,1
500000,11,70 ,-10,0.0000002,-121.0103002,0.1155072,0  ,78  ,10 ,0.50,0.50,0.00,1
500000,11,70 ,0  ,0.0000002,-111.0103002,0.1155072,0  ,99  ,10 ,0.50,0.50,0.00,1
500000,11,90 ,-40,0.0496972,-151.0103002,0.1318912,70 ,13  ,12 ,0.00,0.00,1.00,2
500000,11,90 ,-30,0.0474752,-141.0103002,0.1318912,67 ,34  ,12 ,0.00,0.00,1.00,2
500000,11,90 ,-20,0.0012122,-131.0103002,0.1318912,1  ,56  ,12 ,0.50,0.50,0.00,1
500000,11,90 ,-10,0.0000002,-121.0103002,0.1318912,0  ,78  ,12 ,0.50,0.50,0.00,1
500000,11,90 ,0  ,0.0000002,-111.0103002,0.1318912,0  ,99  ,12 ,0.50,0.50,0.00,1
500000,11,110,-40,0.0511572,-151.0103002,0.1318912,73 ,13  ,12 ,0.00,0.00,1.00,2
500000,11,110,-30,0.0454552,-141.0103002,0.1318912,64 ,34  ,12 ,0.00,0.00,1.00,2
500000,11,110,-20,0.0020662,-131.0103002,0.1318912,2  ,56  ,12 ,0.50,0.50,0.00,1
500000,11,110,-10,0.0000002,-121.0103002,0.1318912,0  ,78  ,12 ,0.50,0.50,0.00,1
500000,11,110,0  ,0.0000002,-111.0103002,0.1318912,0  ,99  ,12 ,0.50,0.50,0.00,1
500000,12,10 ,-40,0.0475002,-151.0103002,0.1654782,67 ,13  ,15 ,0.00,0.00,1.00,2
500000,12,10 ,-30,0.0291672,-141.0103002,0.1654782,41 ,34  ,15 ,0.00,0.00,1.00,2
500000,12,10 ,-20,0.0000002,-131.0103002,0.1654782,0  ,56  ,15 ,0.50,0.50,0.00,1
500000,12,10 ,-10,0.0000002,-121.0103002,0.1654782,0  ,78  ,15 ,0.50,0.50,0.00,1
500000,12,10 ,0  ,0.0000002,-111.0103002,0.1654782,0  ,99  ,15 ,0.50,0.50,0.00,1
500000,12,30 ,-40,0.0452782,-151.0103002,0.1982462,64 ,13  ,18 ,0.00,0.00,1.00,2
500000,12,30 ,-30,0.0469442,-141.0103002,0.1982462,67 ,34  ,18 ,0.00,0.00,1.00,2
500000,12,30 ,-20,0.0000002,-131.0103002,0.1982462,0  ,56  ,18 ,0.50,0.50,0.00,1
500000,12,30 ,-10,0.0000002,-121.0103002,0.1982462,0  ,78  ,18 ,0.50,0.50,0.00,1
500000,12,30 ,0  ,0.0000002,-111.0103002,0.1982462,0  ,99  ,18 ,0.50,0.50,0.00,1
500000,12,50 ,-40,0.0521672,-151.0103002,0.1982462,74 ,13  ,18 ,0.00,0.00,1.00,2
500000,12,50 ,-30,0.0393332,-141.0103002,0.1982462,56 ,34  ,18 ,0.00,0.00,1.00,2
500000,12,50 ,-20,0.0121672,-131.0103002,0.1982462,17 ,56  ,18 ,0.50,0.50,0.00,1
500000,12,50 ,-10,0.0000002,-121.0103002,0.1982462,0  ,78  ,18 ,0.50,0.50,0.00,1
500000,12,50 ,0  ,0.0000002,-111.0103002,0.1982462,0  ,99  ,18 ,0.50,0.50,0.00,1
500000,12,70 ,-40,0.0503572,-151.0103002,0.2310142,71 ,13  ,21 ,0.00,0.00,1.00,2
500000,12,70 ,-30,0.0429762,-141.0103002,0.2310142,61 ,34  ,21 ,0.00,0.00,1.00,2
500000,12,70 ,-20,0.0000002,-131.0103002,0.2310142,0  ,56  ,21 ,0.50,0.50,0.00,1
500000,12,70 ,-10,0.0000002,-121.0103002,0.2310142,0  ,78  ,21 ,0.50,0.50,0.00,1
500000,12,70 ,0  ,0.0000002,-111.0103002,0.2310142,0  ,99  ,21 ,0.50,0.50,0.00,1
500000,12,90 ,-40,0.0516672,-151.0103002,0.2310142,73 ,13  ,21 ,0.00,0.00,1.00,2
500000,12,90 ,-30,0.0339812,-141.0103002,0.2310142,48 ,34  ,21 ,0.00,0.00,1.00,2
500000,12,90 ,-20,0.0126852,-131.0103002,0.2310142,18 ,56  ,21 ,0.50,0.50,0.00,1
500000,12,90 ,-10,0.0000002,-121.0103002,0.2310142,0  ,78  ,21 ,0.50,0.50,0.00,1
500000,12,90 ,0  ,0.0000002,-111.0103002,0.2310142,0  ,99  ,21 ,0.50,0.50,0.00,1
500000,12,110,-40,0.0483332,-151.0103002,0.2637822,69 ,13  ,24 ,0.00,0.00,1.00,2
500000,12,110,-30,0.0413642,-141.0103002,0.2637822,59 ,34  ,24 ,0.00,0.00,1.00,2
500000,12,110,-20,0.0014392,-131.0103002,0.2637822,2  ,56  ,24 ,0.50,0.50,0.00,1
500000,12,110,-10,0.0029552,-121.0103002,0.2637822,4  ,78  ,24 ,0.50,0.50,0.00,1
500000,12,110,0  ,0.0000002,-111.0103002,0.2637822,0  ,99  ,24 ,0.50,0.50,0.00,1
