BW, SF, SNR, PS, BER
500000,11,-10,990,0.0000004
500000,11,-10,1100,0.0000004
500000,11,0,110,0.0000004
500000,11,0,220,0.0000004
500000,11,0,330,0.0000004
500000,11,0,440,0.0000004
500000,11,0,550,0.0000004
500000,11,0,660,0.0000004
500000,11,0,770,0.0000004
500000,11,0,880,0.0000004
500000,11,0,990,0.0000004
500000,11,0,1100,0.0000004
500000,12,-40,120,0.0533334
500000,12,-40,240,0.0491674
500000,12,-40,360,0.0527784
500000,12,-40,480,0.0502084
500000,12,-40,600,0.0513334
500000,12,-40,720,0.0501394
500000,12,-40,840,0.0496434
500000,12,-40,960,0.0471884
500000,12,-40,1080,0.0498154
500000,12,-40,1200,0.0495004
500000,12,-30,120,0.0500004
500000,12,-30,240,0.0483334
500000,12,-30,360,0.0383334
500000,12,-30,480,0.0506254
500000,12,-30,600,0.0431674
500000,12,-30,720,0.0434724
500000,12,-30,840,0.0416674
500000,12,-30,960,0.0443754
500000,12,-30,1080,0.0439814
500000,12,-30,1200,0.0425834
500000,12,-20,120,0.0000004
500000,12,-20,240,0.0000004
500000,12,-20,360,0.0000004
500000,12,-20,480,0.0000004
500000,12,-20,600,0.0000004
500000,12,-20,720,0.0000004
500000,12,-20,840,0.0000004
500000,12,-20,960,0.0000004
500000,12,-20,1080,0.0000004
500000,12,-20,1200,0.0000004
500000,12,-10,120,0.0000004
500000,12,-10,240,0.0000004
500000,12,-10,360,0.0000004
500000,12,-10,480,0.0000004
500000,12,-10,600,0.0000004
500000,12,-10,720,0.0000004
500000,12,-10,840,0.0000004
500000,12,-10,960,0.0000004
500000,12,-10,1080,0.0000004
500000,12,-10,1200,0.0000004
500000,12,0,120,0.0000004
500000,12,0,240,0.0000004
500000,12,0,360,0.0000004
500000,12,0,480,0.0000004
500000,12,0,600,0.0000004
500000,12,0,720,0.0000004
500000,12,0,840,0.0000004
500000,12,0,960,0.0000004
500000,12,0,1080,0.0000004
500000,12,0,1200,0.0000004
